,id,typeId,ous,last_check,firstName,lastName,prefix,managerId,lastHireDate,originalHireDate,active,timeZone,address,valid_from,valid_to
309,21776,Organisation,2589,2025-01-31,Mark,Scheibe,nan,29728,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-31,2025-01-31
313,21776,Position,743,2025-04-01,Mark,Scheibe,nan,29728,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-31,2025-06-17
315,21776,Standort,2578,2025-04-01,Mark,Scheibe,nan,29728,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-31,2025-06-17
311,21776,Organisation,2884,2025-04-01,Mark,Scheibe,nan,29728,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-02-01,2025-06-17
322,21777,Organisation,2588,2024-10-23,Vito,Meister,nan,18052,2018-04-01,2018-04-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2024-08-05
328,21777,Standort,2578,2025-03-27,Vito,Meister,nan,18052,2018-04-01,2018-04-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2024-08-05
324,21777,Position,608,2024-12-17,Vito,Meister,nan,18052,2018-04-01,2018-04-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-06-12,2024-08-05
323,21777,Organisation,2588,2024-10-23,Vito,Meister,Herr,21769,2018-04-01,2018-04-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-08-06,2024-12-16
325,21777,Position,608,2024-12-17,Vito,Meister,Herr,21769,2018-04-01,2018-04-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-08-06,2025-01-23
329,21777,Standort,2578,2025-03-27,Vito,Meister,Herr,21769,2018-04-01,2018-04-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-08-06,2025-06-17
317,21777,Job-Familie,2702,2025-01-24,Vito,Meister,Herr,21769,2018-04-01,2018-04-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-10-23,2025-02-28
321,21777,Organisation,1397,2025-03-27,Vito,Meister,Herr,21769,2018-04-01,2018-04-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-12-17,2025-06-17
327,21777,Position,653,2025-03-27,Vito,Meister,Herr,21769,2018-04-01,2018-04-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-24,2025-06-17
319,21777,Job-Familie,2710,2025-03-27,Vito,Meister,Herr,21769,2018-04-01,2018-04-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-03-01,2025-06-17
333,21778,Organisation,2589,2025-01-31,Kasimir,Kitzmann,nan,21771,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2024-06-30
342,21778,Standort,2578,2025-03-27,Kasimir,Kitzmann,nan,21771,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2024-06-30
334,21778,Organisation,2589,2025-01-31,Kaspar,Kitzmann,nan,21771,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-07-01,2025-01-30
343,21778,Standort,2578,2025-03-27,Kaspar,Kitzmann,nan,21771,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-07-01,2025-01-30
331,21778,Job-Familie,2710,2025-03-27,Kaspar,Kitzmann,nan,21771,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-10-23,2025-01-30
340,21778,Position,743,2025-03-27,Kaspar,Kitzmann,nan,21771,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-12-06,2025-01-30
332,21778,Job-Familie,2710,2025-03-27,Kaspar,Kitzmann,nan,29728,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-31,2025-06-17
335,21778,Organisation,2589,2025-01-31,Kaspar,Kitzmann,nan,29728,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-31,2025-01-31
341,21778,Position,743,2025-03-27,Kaspar,Kitzmann,nan,29728,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-31,2025-06-17
344,21778,Standort,2578,2025-03-27,Kaspar,Kitzmann,nan,29728,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-31,2025-06-17
338,21778,Organisation,2884,2025-03-27,Kaspar,Kitzmann,nan,29728,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-02-01,2025-06-17
347,21779,Organisation,2589,2025-01-31,Luis,Schlosser,nan,21771,2023-08-01,2023-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2025-01-30
353,21779,Standort,2578,2025-04-01,Luis,Schlosser,nan,21771,2023-08-01,2023-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2025-01-30
345,21779,Job-Familie,2710,2025-04-01,Luis,Schlosser,nan,21771,2023-08-01,2023-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-10-23,2025-01-30
351,21779,Position,743,2025-04-01,Luis,Schlosser,nan,21771,2023-08-01,2023-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-12-06,2025-01-30
346,21779,Job-Familie,2710,2025-04-01,Luis,Schlosser,nan,29728,2023-08-01,2023-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-31,2025-06-17
348,21779,Organisation,2589,2025-01-31,Luis,Schlosser,nan,29728,2023-08-01,2023-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-31,2025-01-31
352,21779,Position,743,2025-04-01,Luis,Schlosser,nan,29728,2023-08-01,2023-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-31,2025-06-17
354,21779,Standort,2578,2025-04-01,Luis,Schlosser,nan,29728,2023-08-01,2023-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-31,2025-06-17
350,21779,Organisation,2884,2025-04-01,Luis,Schlosser,nan,29728,2023-08-01,2023-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-02-01,2025-06-17
359,21780,Organisation,2590,2024-12-12,Nicole,Holt,nan,18052,2010-06-01,2010-06-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2025-01-23
363,21780,Standort,2578,2025-03-27,Nicole,Holt,nan,18052,2010-06-01,2010-06-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2025-01-23
355,21780,Job-Familie,2702,2025-03-27,Nicole,Holt,nan,18052,2010-06-01,2010-06-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-10-23,2025-01-23
356,21780,Job-Familie,2702,2025-03-27,Nicole,Holt,nan,18052,2010-06-01,2010-06-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, DEU",2025-01-24,2025-06-17
358,21780,Organisation,1411,2025-03-27,Nicole,Holt,nan,18052,2010-06-01,2010-06-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, DEU",2025-01-24,2025-06-17
362,21780,Position,461,2025-03-27,Nicole,Holt,nan,18052,2010-06-01,2010-06-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, DEU",2025-01-24,2025-06-17
364,21780,Standort,2578,2025-03-27,Nicole,Holt,nan,18052,2010-06-01,2010-06-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, DEU",2025-01-24,2025-06-17
366,21781,Organisation,2589,2025-03-27,Leander,Pohl,nan,21771,2021-08-01,2021-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2025-06-17
368,21781,Standort,2578,2025-03-27,Leander,Pohl,nan,21771,2021-08-01,2021-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2025-06-17
365,21781,Job-Familie,2710,2025-03-27,Leander,Pohl,nan,21771,2021-08-01,2021-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-10-23,2025-06-17
367,21781,Position,617,2025-03-27,Leander,Pohl,nan,21771,2021-08-01,2021-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-24,2025-06-17
370,21782,Organisation,2589,2025-03-27,Centa,Bonbach,nan,21771,2019-11-18,2019-11-18,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2025-06-17
372,21782,Standort,2578,2025-03-27,Centa,Bonbach,nan,21771,2019-11-18,2019-11-18,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2025-06-17
369,21782,Job-Familie,2710,2025-03-27,Centa,Bonbach,nan,21771,2019-11-18,2019-11-18,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-10-23,2025-06-17
371,21782,Position,685,2025-03-27,Centa,Bonbach,nan,21771,2019-11-18,2019-11-18,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-24,2025-06-17
379,21857,Organisation,1414,2024-08-30,Stilla,Wilmsen,Herr,21774,2024-09-01,2024-09-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, DEU",2024-07-26,2024-08-31
385,21857,Position,743,2025-03-27,Stilla,Wilmsen,Herr,21774,2024-09-01,2024-09-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, DEU",2024-07-26,2025-01-30
387,21857,Standort,2578,2025-03-27,Stilla,Wilmsen,Herr,21774,2024-09-01,2024-09-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, DEU",2024-07-26,2025-01-30
375,21857,Job-Familie,2710,2024-09-01,Stilla,Wilmsen,Herr,21774,2024-09-01,2024-09-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, DEU",2024-09-01,2024-10-22
381,21857,Organisation,2590,2025-01-31,Stilla,Wilmsen,Herr,21774,2024-09-01,2024-09-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, DEU",2024-09-01,2025-01-30
373,21857,Job-Familie,2704,2025-03-27,Stilla,Wilmsen,Herr,21774,2024-09-01,2024-09-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, DEU",2024-10-23,2025-01-30
374,21857,Job-Familie,2704,2025-03-27,Stilla,Wilmsen,Herr,29728,2024-09-01,2024-09-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, DEU",2025-01-31,2025-06-17
382,21857,Organisation,2590,2025-01-31,Stilla,Wilmsen,Herr,29728,2024-09-01,2024-09-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, DEU",2025-01-31,2025-01-31
386,21857,Position,743,2025-03-27,Stilla,Wilmsen,Herr,29728,2024-09-01,2024-09-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, DEU",2025-01-31,2025-06-17
388,21857,Standort,2578,2025-03-27,Stilla,Wilmsen,Herr,29728,2024-09-01,2024-09-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, DEU",2025-01-31,2025-06-17
384,21857,Organisation,2884,2025-03-27,Stilla,Wilmsen,Herr,29728,2024-09-01,2024-09-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, DEU",2025-02-01,2025-06-17
397,21942,Organisation,1343,2025-03-27,Ilka,Schulz,nan,17823,2024-09-01,2024-09-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Rädelgasse 686 85047, Guben, DEU",2024-08-30,2025-03-18
399,21942,Position,689,2025-03-27,Ilka,Schulz,nan,17823,2024-09-01,2024-09-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Rädelgasse 686 85047, Guben, DEU",2024-08-30,2025-03-18
401,21942,Standort,421,2025-03-27,Ilka,Schulz,nan,17823,2024-09-01,2024-09-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Rädelgasse 686 85047, Guben, DEU",2024-08-30,2024-12-31
391,21942,Job-Familie,2711,2025-03-27,Ilka,Schulz,nan,17823,2024-09-01,2024-09-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Rädelgasse 686 85047, Guben, DEU",2024-10-23,2025-03-18
403,21942,Standort,2658,2025-03-27,Ilka,Schulz,nan,17823,2024-09-01,2024-09-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Rädelgasse 686 85047, Guben, DEU",2025-01-01,2025-03-18
392,21942,Job-Familie,2711,2025-03-27,Ilka,Schulz,nan,2597,2024-09-01,2024-09-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Rädelgasse 686 85047, Guben, DEU",2025-03-19,2025-06-17
398,21942,Organisation,1343,2025-03-27,Ilka,Schulz,nan,2597,2024-09-01,2024-09-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Rädelgasse 686 85047, Guben, DEU",2025-03-19,2025-06-17
400,21942,Position,689,2025-03-27,Ilka,Schulz,nan,2597,2024-09-01,2024-09-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Rädelgasse 686 85047, Guben, DEU",2025-03-19,2025-06-17
404,21942,Standort,2658,2025-03-27,Ilka,Schulz,nan,2597,2024-09-01,2024-09-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Rädelgasse 686 85047, Guben, DEU",2025-03-19,2025-06-17
409,21982,Organisation,849,2024-10-25,Konrad,Lehmann,nan,140,2024-07-15,2024-07-15,True,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-07-12,2024-10-24
411,21982,Position,1250,2024-10-25,Konrad,Lehmann,nan,140,2024-07-15,2024-07-15,True,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-07-12,2024-10-24
413,21982,Standort,1105,2024-10-25,Konrad,Lehmann,nan,140,2024-07-15,2024-07-15,True,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-07-12,2024-10-06
415,21982,Standort,2655,2024-10-25,Konrad,Lehmann,nan,140,2024-07-15,2024-07-15,True,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-10-07,2024-10-24
405,21982,Job-Familie,2711,2024-10-25,Konrad,Lehmann,nan,140,2024-07-15,2024-07-15,True,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-10-23,2024-10-24
406,21982,Job-Familie,2711,2024-10-25,Konrad,Lehmann,nan,140,2024-07-15,2024-07-15,False,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-10-25,2025-06-17
410,21982,Organisation,849,2024-10-25,Konrad,Lehmann,nan,140,2024-07-15,2024-07-15,False,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-10-25,2025-06-17
412,21982,Position,1250,2024-10-25,Konrad,Lehmann,nan,140,2024-07-15,2024-07-15,False,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-10-25,2025-06-17
416,21982,Standort,2655,2024-10-25,Konrad,Lehmann,nan,140,2024-07-15,2024-07-15,False,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-10-25,2025-06-17
423,22147,Organisation,849,2025-01-13,Adeline,Bohnbach,Herr,140,2024-12-01,2024-12-01,True,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-11-29,2025-01-12
429,22147,Position,1250,2025-06-01,Adeline,Bohnbach,Herr,140,2024-12-01,2024-12-01,True,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-11-29,2025-01-12
432,22147,Standort,1105,2025-06-01,Adeline,Bohnbach,Herr,140,2024-12-01,2024-12-01,True,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-11-29,2024-12-11
417,22147,Job-Familie,2711,2025-06-01,Adeline,Bohnbach,Herr,140,2024-12-01,2024-12-01,True,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-12-02,2025-01-12
435,22147,Standort,2655,2025-06-01,Adeline,Bohnbach,Herr,140,2024-12-01,2024-12-01,True,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-12-12,2025-01-12
418,22147,Job-Familie,2711,2025-06-01,Adeline,Bohnbach,Herr,29230,2024-12-01,2024-12-01,True,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2025-01-13,2025-04-07
424,22147,Organisation,849,2025-01-13,Adeline,Bohnbach,Herr,29230,2024-12-01,2024-12-01,True,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2025-01-13,2025-03-19
430,22147,Position,1250,2025-06-01,Adeline,Bohnbach,Herr,29230,2024-12-01,2024-12-01,True,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2025-01-13,2025-04-07
436,22147,Standort,2655,2025-06-01,Adeline,Bohnbach,Herr,29230,2024-12-01,2024-12-01,True,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2025-01-13,2025-04-07
427,22147,Organisation,2492,2025-06-01,Adeline,Bohnbach,Herr,29230,2024-12-01,2024-12-01,True,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2025-03-20,2025-04-07
419,22147,Job-Familie,2711,2025-06-01,Adeline,Bohnbach,Herr,29230,2024-12-01,2024-12-01,False,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2025-04-08,2025-06-17
428,22147,Organisation,2492,2025-06-01,Adeline,Bohnbach,Herr,29230,2024-12-01,2024-12-01,False,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2025-04-08,2025-06-17
431,22147,Position,1250,2025-06-01,Adeline,Bohnbach,Herr,29230,2024-12-01,2024-12-01,False,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2025-04-08,2025-06-17
437,22147,Standort,2655,2025-06-01,Adeline,Bohnbach,Herr,29230,2024-12-01,2024-12-01,False,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2025-04-08,2025-06-17
438,22165,Organisation,2480,2024-07-23,Cordula,Hertrampf,Herr,52,2024-03-01,2024-03-01,True,nan,"Rose-Kraushaar-Weg 4/1 67300, Schwäbisch Gmünd, nan",2024-03-01,2024-07-21
440,22165,Position,780,2024-07-23,Cordula,Hertrampf,Herr,52,2024-03-01,2024-03-01,True,nan,"Rose-Kraushaar-Weg 4/1 67300, Schwäbisch Gmünd, nan",2024-03-01,2024-07-21
442,22165,Standort,420,2024-07-23,Cordula,Hertrampf,Herr,52,2024-03-01,2024-03-01,True,nan,"Rose-Kraushaar-Weg 4/1 67300, Schwäbisch Gmünd, nan",2024-03-01,2024-07-21
439,22165,Organisation,2480,2024-07-23,Cordula,Hertrampf,Herr,52,2024-03-01,2024-03-01,False,nan,"Rose-Kraushaar-Weg 4/1 67300, Schwäbisch Gmünd, nan",2024-07-22,2025-06-17
441,22165,Position,780,2024-07-23,Cordula,Hertrampf,Herr,52,2024-03-01,2024-03-01,False,nan,"Rose-Kraushaar-Weg 4/1 67300, Schwäbisch Gmünd, nan",2024-07-22,2025-06-17
443,22165,Standort,420,2024-07-23,Cordula,Hertrampf,Herr,52,2024-03-01,2024-03-01,False,nan,"Rose-Kraushaar-Weg 4/1 67300, Schwäbisch Gmünd, nan",2024-07-22,2025-06-17
450,22166,Organisation,2595,2025-04-02,Jost,Gunpf,Herr,156,2024-08-01,2024-08-01,True,nan,"Kostolzinplatz 928 22682, Kitzingen, DEU",2024-07-31,2024-07-31
453,22166,Position,653,2025-04-02,Jost,Gunpf,Herr,156,2024-08-01,2024-08-01,True,nan,"Kostolzinplatz 928 22682, Kitzingen, DEU",2024-07-31,2024-07-31
456,22166,Standort,408,2024-07-31,Jost,Gunpf,Herr,156,2024-08-01,2024-08-01,True,nan,"Kostolzinplatz 928 22682, Kitzingen, DEU",2024-07-31,2024-07-31
451,22166,Organisation,2595,2025-04-02,Jost,Gunpf,Herr,156,2024-08-01,2024-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Kostolzinplatz 928 22682, Kitzingen, DEU",2024-08-01,2024-08-31
454,22166,Position,653,2025-04-02,Jost,Gunpf,Herr,156,2024-08-01,2024-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Kostolzinplatz 928 22682, Kitzingen, DEU",2024-08-01,2024-08-31
460,22166,Standort,428,2025-04-02,Jost,Gunpf,Herr,156,2024-08-01,2024-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Kostolzinplatz 928 22682, Kitzingen, DEU",2024-08-01,2024-08-31
452,22166,Organisation,2595,2025-04-02,Jost,Gunpf,Herr,58,2024-08-01,2024-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Kostolzinplatz 928 22682, Kitzingen, DEU",2024-09-01,2025-06-17
455,22166,Position,653,2025-04-02,Jost,Gunpf,Herr,58,2024-08-01,2024-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Kostolzinplatz 928 22682, Kitzingen, DEU",2024-09-01,2025-06-17
461,22166,Standort,428,2025-04-02,Jost,Gunpf,Herr,58,2024-08-01,2024-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Kostolzinplatz 928 22682, Kitzingen, DEU",2024-09-01,2025-06-17
446,22166,Job-Familie,2710,2025-04-02,Jost,Gunpf,Herr,58,2024-08-01,2024-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Kostolzinplatz 928 22682, Kitzingen, DEU",2024-10-23,2025-06-17
468,22348,Organisation,1388,2024-12-12,Paula,Dippel,Frau,9725,2024-08-01,2024-08-01,True,nan,"Grzegorz-Fliegner-Allee 115 58491, Monschau, DEU",2024-07-09,2024-07-24
